Step: 0
1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	R3	0	0	0	0	1
1	R1	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	R0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	R4	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	R2	0	1
1	1	1	1	1	1	1	1	1	1
Step: 1
1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	0	0	1
1	R1	0	R3	0	0	0	0	0	1
1	0	0	0	0	0	0	0	R0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	R4	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	R2	0	0	1
1	1	1	1	1	1	1	1	1	1
Step: 2
1	1	1	1	1	1	1	1	1	1
1	R1	0	0	0	0	0	0	0	1
1	0	R3	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	R0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	R4	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	R2	0	0	0	1
1	1	1	1	1	1	1	1	1	1
Step: 3
1	1	1	1	1	1	1	1	1	1
1	R1	0	0	0	0	0	0	0	1
1	R3	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	R0	1
1	0	0	0	0	0	R4	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	R2	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1
Step: 4
1	1	1	1	1	1	1	1	1	1
1	0	R1	0	0	0	0	0	0	1
1	R3	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	R4	R0	0	1
1	0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	1
